Date,Dynamic_Threshold,Action_Adjustment,Policy_Position,Reward,Policy_Equity_Curve
2013-01-16,1.5,-0.5,0,-0.0,1.2037647320664318
2013-01-17,2.5,0.5,0,0.0,1.2037647320664318
2013-01-18,2.5,0.5,0,-0.0,1.2037647320664318
2013-01-21,2.5,0.5,0,0.0,1.2037647320664318
2013-01-22,2.5,0.5,0,0.0,1.2037647320664318
2013-01-23,1.5,-0.5,0,-0.0,1.2037647320664318
2013-01-24,2.5,0.5,0,-0.0,1.2037647320664318
2013-01-25,2.5,0.5,0,-0.0,1.2037647320664318
2013-01-28,2.0,0.0,0,0.0,1.2037647320664318
2013-01-29,2.0,0.0,0,-0.0,1.2037647320664318
2013-01-30,2.0,0.0,0,0.0,1.2037647320664318
2013-01-31,2.5,0.5,0,0.0,1.2037647320664318
2013-02-01,2.5,0.5,0,-0.0,1.2037647320664318
2013-02-04,2.5,0.5,0,0.0,1.2037647320664318
2013-02-05,2.5,0.5,0,-0.0,1.2037647320664318
2013-02-06,2.5,0.5,0,-0.0,1.2037647320664318
2013-02-07,2.0,0.0,0,0.0,1.2037647320664318
2013-02-08,2.0,0.0,0,-0.0,1.2037647320664318
2013-02-11,2.0,0.0,0,0.0,1.2037647320664318
2013-02-12,1.5,-0.5,0,0.0,1.2037647320664318
2013-02-13,1.5,-0.5,0,0.0,1.2037647320664318
2013-02-14,1.5,-0.5,0,-0.0,1.2037647320664318
2013-02-15,2.5,0.5,0,0.0,1.2037647320664318
2013-02-18,2.5,0.5,0,0.0,1.2037647320664318
2013-02-19,1.5,-0.5,0,-0.0,1.2037647320664318
2013-02-20,2.0,0.0,0,-0.0,1.2037647320664318
2013-02-21,2.5,0.5,0,0.0,1.2037647320664318
2013-02-22,2.5,0.5,0,-0.0,1.2037647320664318
2013-02-25,2.0,0.0,0,-0.0,1.2037647320664318
2013-02-26,2.5,0.5,0,0.0,1.2037647320664318
2013-02-27,2.0,0.0,0,-0.0,1.2037647320664318
2013-02-28,2.5,0.5,0,0.0,1.2037647320664318
2013-03-01,2.0,0.0,0,0.0,1.2037647320664318
2013-03-04,2.0,0.0,0,0.0,1.2037647320664318
2013-03-05,2.0,0.0,0,-0.0,1.2037647320664318
2013-03-06,2.0,0.0,0,-0.0,1.2037647320664318
2013-03-07,2.0,0.0,0,-0.0,1.2037647320664318
2013-03-08,2.5,0.5,1,0.0071758696180976855,1.2124027908346047
2013-03-11,2.5,0.5,0,-0.0,1.2124027908346047
2013-03-12,2.5,0.5,0,-0.0,1.2124027908346047
2013-03-13,2.5,0.5,1,0.004398826979472137,1.2177359409409152
2013-03-14,2.5,0.5,1,0.006447688564477083,1.2255875230418727
2013-03-15,2.0,0.0,0,-0.0,1.2255875230418727
2013-03-18,2.0,0.0,0,-0.0,1.2255875230418727
2013-03-19,2.0,0.0,0,-0.0,1.2255875230418727
2013-03-20,2.5,0.5,0,0.0,1.2255875230418727
2013-03-21,2.0,0.0,0,0.0,1.2255875230418727
2013-03-22,2.5,0.5,0,-0.0,1.2255875230418727
2013-03-25,2.5,0.5,0,0.0,1.2255875230418727
2013-03-26,2.0,0.0,0,-0.0,1.2255875230418727
2013-03-27,1.5,-0.5,0,0.0,1.2255875230418727
2013-03-28,2.0,0.0,0,0.0,1.2255875230418727
2013-03-29,2.0,0.0,0,-0.0,1.2255875230418727
2013-04-01,2.0,0.0,0,0.0,1.2255875230418727
2013-04-02,2.0,0.0,0,0.0,1.2255875230418727
2013-04-03,2.0,0.0,0,0.0,1.2255875230418727
2013-04-04,2.0,0.0,0,0.0,1.2255875230418727
2013-04-05,1.5,-0.5,0,0.0,1.2255875230418727
2013-04-08,2.0,0.0,0,0.0,1.2255875230418727
2013-04-09,2.0,0.0,0,0.0,1.2255875230418727
2013-04-10,2.0,0.0,0,0.0,1.2255875230418727
2013-04-11,2.5,0.5,0,-0.0,1.2255875230418727
2013-04-12,2.0,0.0,0,-0.0,1.2255875230418727
2013-04-15,2.0,0.0,0,0.0,1.2255875230418727
2013-04-16,2.5,0.5,0,-0.0,1.2255875230418727
2013-04-17,2.5,0.5,0,-0.0,1.2255875230418727
2013-04-18,2.5,0.5,0,0.0,1.2255875230418727
2013-04-19,2.5,0.5,0,0.0,1.2255875230418727
2013-04-22,2.5,0.5,0,-0.0,1.2255875230418727
2013-04-23,2.0,0.0,0,0.0,1.2255875230418727
2013-04-24,2.5,0.5,0,0.0,1.2255875230418727
2013-04-25,2.5,0.5,0,-0.0,1.2255875230418727
2013-04-26,2.5,0.5,0,0.0,1.2255875230418727
2013-04-29,2.5,0.5,0,-0.0,1.2255875230418727
2013-04-30,2.5,0.5,0,-0.0,1.2255875230418727
2013-05-01,2.5,0.5,0,-0.0,1.2255875230418727
2013-05-02,2.5,0.5,0,0.0,1.2255875230418727
2013-05-03,2.5,0.5,0,-0.0,1.2255875230418727
2013-05-06,2.5,0.5,0,-0.0,1.2255875230418727
2013-05-07,1.5,-0.5,0,-0.0,1.2255875230418727
2013-05-08,2.5,0.5,0,-0.0,1.2255875230418727
2013-05-09,2.5,0.5,0,-0.0,1.2255875230418727
2013-05-10,2.5,0.5,0,-0.0,1.2255875230418727
2013-05-13,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-14,2.0,0.0,0,0.0,1.2255875230418727
2013-05-15,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-16,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-17,2.5,0.5,0,0.0,1.2255875230418727
2013-05-20,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-21,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-22,2.5,0.5,0,0.0,1.2255875230418727
2013-05-23,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-24,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-27,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-28,2.0,0.0,0,0.0,1.2255875230418727
2013-05-29,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-30,2.0,0.0,0,-0.0,1.2255875230418727
2013-05-31,2.0,0.0,0,0.0,1.2255875230418727
2013-06-03,2.0,0.0,0,-0.0,1.2255875230418727
2013-06-04,2.0,0.0,0,-0.0,1.2255875230418727
2013-06-05,2.0,0.0,0,0.0,1.2255875230418727
2013-06-06,2.0,0.0,0,-0.0,1.2255875230418727
2013-06-07,2.0,0.0,0,0.0,1.2255875230418727
2013-06-10,2.0,0.0,0,-0.0,1.2255875230418727
2013-06-11,2.0,0.0,0,0.0,1.2255875230418727
2013-06-12,2.0,0.0,0,0.0,1.2255875230418727
2013-06-13,1.5,-0.5,0,-0.0,1.2255875230418727
2013-06-14,2.5,0.5,0,-0.0,1.2255875230418727
2013-06-17,2.0,0.0,0,-0.0,1.2255875230418727
2013-06-18,1.5,-0.5,0,-0.0,1.2255875230418727
2013-06-19,1.5,-0.5,0,-0.0,1.2255875230418727
2013-06-20,1.5,-0.5,0,-0.0,1.2255875230418727
2013-06-21,1.5,-0.5,0,0.0,1.2255875230418727
2013-06-24,1.5,-0.5,0,-0.0,1.2255875230418727
2013-06-25,1.5,-0.5,0,0.0,1.2255875230418727
2013-06-26,1.5,-0.5,0,0.0,1.2255875230418727
2013-06-27,1.5,-0.5,0,-0.0,1.2255875230418727
2013-06-28,2.0,0.0,0,0.0,1.2255875230418727
2013-07-01,1.5,-0.5,0,-0.0,1.2255875230418727
2013-07-02,1.5,-0.5,0,0.0,1.2255875230418727
2013-07-03,1.5,-0.5,0,0.0,1.2255875230418727
2013-07-04,1.5,-0.5,0,-0.0,1.2255875230418727
2013-07-05,1.5,-0.5,0,0.0,1.2255875230418727
2013-07-08,1.5,-0.5,0,0.0,1.2255875230418727
2013-07-09,2.0,0.0,0,-0.0,1.2255875230418727
2013-07-10,1.5,-0.5,0,0.0,1.2255875230418727
2013-07-11,2.0,0.0,0,-0.0,1.2255875230418727
2013-07-12,2.0,0.0,0,0.0,1.2255875230418727
2013-07-15,1.5,-0.5,0,0.0,1.2255875230418727
2013-07-16,2.0,0.0,0,0.0,1.2255875230418727
2013-07-17,2.0,0.0,0,-0.0,1.2255875230418727
2013-07-18,2.0,0.0,0,0.0,1.2255875230418727
2013-07-19,2.0,0.0,0,0.0,1.2255875230418727
2013-07-22,1.5,-0.5,0,0.0,1.2255875230418727
2013-07-23,2.5,0.5,0,-0.0,1.2255875230418727
2013-07-24,2.5,0.5,0,0.0,1.2255875230418727
2013-07-25,2.5,0.5,0,0.0,1.2255875230418727
2013-07-26,2.5,0.5,0,-0.0,1.2255875230418727
2013-07-29,2.5,0.5,0,-0.0,1.2255875230418727
2013-07-30,2.5,0.5,0,-0.0,1.2255875230418727
2013-07-31,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-01,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-02,1.5,-0.5,0,-0.0,1.2255875230418727
2013-08-05,1.5,-0.5,0,0.0,1.2255875230418727
2013-08-06,2.5,0.5,0,0.0,1.2255875230418727
2013-08-07,2.5,0.5,0,0.0,1.2255875230418727
2013-08-08,2.5,0.5,0,0.0,1.2255875230418727
2013-08-09,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-12,1.5,-0.5,0,-0.0,1.2255875230418727
2013-08-13,2.0,0.0,0,0.0,1.2255875230418727
2013-08-14,2.0,0.0,0,0.0,1.2255875230418727
2013-08-15,2.0,0.0,0,0.0,1.2255875230418727
2013-08-16,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-19,2.0,0.0,0,-0.0,1.2255875230418727
2013-08-20,2.0,0.0,0,-0.0,1.2255875230418727
2013-08-21,2.0,0.0,0,-0.0,1.2255875230418727
2013-08-22,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-23,2.5,0.5,0,0.0,1.2255875230418727
2013-08-26,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-27,2.5,0.5,0,0.0,1.2255875230418727
2013-08-28,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-29,2.5,0.5,0,-0.0,1.2255875230418727
2013-08-30,2.5,0.5,0,0.0,1.2255875230418727
2013-09-02,1.5,-0.5,0,-0.0,1.2255875230418727
2013-09-03,2.5,0.5,0,0.0,1.2255875230418727
2013-09-04,2.0,0.0,0,-0.0,1.2255875230418727
2013-09-05,2.5,0.5,0,0.0,1.2255875230418727
2013-09-06,2.5,0.5,0,0.0,1.2255875230418727
2013-09-09,2.5,0.5,0,0.0,1.2255875230418727
2013-09-10,2.5,0.5,0,0.0,1.2255875230418727
2013-09-11,2.5,0.5,0,0.0,1.2255875230418727
2013-09-12,2.5,0.5,0,-0.0,1.2255875230418727
2013-09-13,2.5,0.5,0,0.0,1.2255875230418727
2013-09-16,2.5,0.5,0,0.0,1.2255875230418727
2013-09-17,1.5,-0.5,0,0.0,1.2255875230418727
2013-09-18,2.5,0.5,0,0.0,1.2255875230418727
2013-09-19,2.5,0.5,0,-0.0,1.2255875230418727
2013-09-20,2.5,0.5,0,0.0,1.2255875230418727
2013-09-23,2.5,0.5,0,-0.0,1.2255875230418727
2013-09-24,2.5,0.5,0,-0.0,1.2255875230418727
2013-09-25,1.5,-0.5,0,0.0,1.2255875230418727
2013-09-26,2.5,0.5,0,-0.0,1.2255875230418727
2013-09-27,1.5,-0.5,0,0.0,1.2255875230418727
2013-09-30,2.5,0.5,0,-0.0,1.2255875230418727
2013-10-01,2.5,0.5,0,0.0,1.2255875230418727
2013-10-02,2.5,0.5,0,-0.0,1.2255875230418727
2013-10-03,1.5,-0.5,0,0.0,1.2255875230418727
2013-10-04,1.5,-0.5,0,-0.0,1.2255875230418727
2013-10-07,1.5,-0.5,0,-0.0,1.2255875230418727
2013-10-08,1.5,-0.5,0,0.0,1.2255875230418727
2013-10-09,1.5,-0.5,0,-0.0,1.2255875230418727
2013-10-10,2.5,0.5,0,0.0,1.2255875230418727
2013-10-11,2.5,0.5,0,0.0,1.2255875230418727
2013-10-14,1.5,-0.5,0,0.0,1.2255875230418727
2013-10-15,1.5,-0.5,0,0.0,1.2255875230418727
2013-10-16,1.5,-0.5,0,0.0,1.2255875230418727
2013-10-17,1.5,-0.5,0,0.0,1.2255875230418727
2013-10-18,1.5,-0.5,0,-0.0,1.2255875230418727
2013-10-21,1.5,-0.5,0,0.0,1.2255875230418727
2013-10-22,1.5,-0.5,0,-0.0,1.2255875230418727
2013-10-23,1.5,-0.5,0,-0.0,1.2255875230418727
2013-10-24,2.5,0.5,0,-0.0,1.2255875230418727
2013-10-25,2.5,0.5,0,0.0,1.2255875230418727
2013-10-28,2.5,0.5,0,-0.0,1.2255875230418727
2013-10-29,2.5,0.5,0,0.0,1.2255875230418727
2013-10-30,2.5,0.5,0,-0.0,1.2255875230418727
2013-10-31,2.5,0.5,0,0.0,1.2255875230418727
2013-11-01,1.5,-0.5,0,0.0,1.2255875230418727
2013-11-04,1.5,-0.5,0,0.0,1.2255875230418727
2013-11-05,2.5,0.5,0,0.0,1.2255875230418727
2013-11-06,2.5,0.5,0,-0.0,1.2255875230418727
2013-11-07,2.5,0.5,0,-0.0,1.2255875230418727
2013-11-08,1.5,-0.5,0,-0.0,1.2255875230418727
2013-11-11,1.5,-0.5,0,-0.0,1.2255875230418727
2013-11-12,2.0,0.0,0,0.0,1.2255875230418727
2013-11-13,2.0,0.0,0,-0.0,1.2255875230418727
2013-11-14,1.5,-0.5,0,0.0,1.2255875230418727
2013-11-15,2.5,0.5,0,-0.0,1.2255875230418727
2013-11-18,2.5,0.5,0,0.0,1.2255875230418727
2013-11-19,2.5,0.5,0,-0.0,1.2255875230418727
2013-11-20,2.0,0.0,0,-0.0,1.2255875230418727
2013-11-21,1.5,-0.5,0,-0.0,1.2255875230418727
2013-11-22,2.5,0.5,0,0.0,1.2255875230418727
2013-11-25,2.5,0.5,0,-0.0,1.2255875230418727
2013-11-26,2.5,0.5,0,-0.0,1.2255875230418727
2013-11-27,2.5,0.5,0,-0.0,1.2255875230418727
2013-11-28,2.0,0.0,0,0.0,1.2255875230418727
2013-11-29,2.0,0.0,0,0.0,1.2255875230418727
2013-12-02,2.0,0.0,0,0.0,1.2255875230418727
2013-12-03,2.0,0.0,0,-0.0,1.2255875230418727
2013-12-04,2.0,0.0,0,0.0,1.2255875230418727
2013-12-05,2.0,0.0,0,0.0,1.2255875230418727
2013-12-06,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-09,2.5,0.5,0,0.0,1.2255875230418727
2013-12-10,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-11,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-12,2.5,0.5,0,0.0,1.2255875230418727
2013-12-13,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-16,2.5,0.5,0,0.0,1.2255875230418727
2013-12-17,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-18,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-19,2.5,0.5,0,0.0,1.2255875230418727
2013-12-20,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-23,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-24,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-25,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-26,2.5,0.5,0,-0.0,1.2255875230418727
2013-12-27,1.5,-0.5,0,0.0,1.2255875230418727
2013-12-30,1.5,-0.5,0,0.0,1.2255875230418727
2013-12-31,2.5,0.5,0,-0.0,1.2255875230418727
2014-01-01,1.5,-0.5,0,-0.0,1.2255875230418727
2014-01-02,1.5,-0.5,0,0.0,1.2255875230418727
2014-01-03,1.5,-0.5,0,0.0,1.2255875230418727
2014-01-06,1.5,-0.5,0,-0.0,1.2255875230418727
2014-01-07,1.5,-0.5,0,-0.0,1.2255875230418727
2014-01-08,1.5,-0.5,0,-0.0,1.2255875230418727
2014-01-09,1.5,-0.5,0,0.0,1.2255875230418727
2014-01-10,1.5,-0.5,0,0.0,1.2255875230418727
2014-01-13,2.0,0.0,0,0.0,1.2255875230418727
2014-01-14,2.0,0.0,0,-0.0,1.2255875230418727
2014-01-15,2.0,0.0,0,0.0,1.2255875230418727
2014-01-16,2.0,0.0,0,-0.0,1.2255875230418727
2014-01-17,2.5,0.5,0,0.0,1.2255875230418727
2014-01-20,2.0,0.0,0,-0.0,1.2255875230418727
2014-01-21,1.5,-0.5,0,-0.0,1.2255875230418727
2014-01-22,2.5,0.5,0,-0.0,1.2255875230418727
2014-01-23,1.5,-0.5,0,-0.0,1.2255875230418727
2014-01-24,2.5,0.5,0,0.0,1.2255875230418727
2014-01-27,1.5,-0.5,0,0.0,1.2255875230418727
2014-01-28,2.0,0.0,0,-0.0,1.2255875230418727
2014-01-29,2.5,0.5,0,-0.0,1.2255875230418727
2014-01-30,2.5,0.5,0,-0.0,1.2255875230418727
2014-01-31,2.0,0.0,0,-0.0,1.2255875230418727
2014-02-03,2.0,0.0,0,0.0,1.2255875230418727
2014-02-04,2.0,0.0,0,-0.0,1.2255875230418727
2014-02-05,1.5,-0.5,0,0.0,1.2255875230418727
2014-02-06,1.5,-0.5,0,0.0,1.2255875230418727
2014-02-07,2.0,0.0,0,-0.0,1.2255875230418727
2014-02-10,1.5,-0.5,0,0.0,1.2255875230418727
2014-02-11,2.5,0.5,0,-0.0,1.2255875230418727
2014-02-12,2.5,0.5,0,0.0,1.2255875230418727
2014-02-13,2.5,0.5,0,0.0,1.2255875230418727
2014-02-14,2.5,0.5,0,0.0,1.2255875230418727
2014-02-17,2.5,0.5,0,-0.0,1.2255875230418727
2014-02-18,1.5,-0.5,0,-0.0,1.2255875230418727
2014-02-19,1.5,-0.5,0,0.0,1.2255875230418727
2014-02-20,2.0,0.0,0,-0.0,1.2255875230418727
2014-02-21,2.0,0.0,0,0.0,1.2255875230418727
2014-02-24,1.5,-0.5,0,0.0,1.2255875230418727
2014-02-25,2.5,0.5,0,-0.0,1.2255875230418727
2014-02-26,2.5,0.5,0,0.0,1.2255875230418727
2014-02-27,2.5,0.5,0,0.0,1.2255875230418727
2014-02-28,2.5,0.5,0,-0.0,1.2255875230418727
2014-03-03,2.5,0.5,0,0.0,1.2255875230418727
2014-03-04,2.5,0.5,0,0.0,1.2255875230418727
2014-03-05,2.5,0.5,0,0.0,1.2255875230418727
2014-03-06,1.5,-0.5,0,-0.0,1.2255875230418727
2014-03-07,1.5,-0.5,0,0.0,1.2255875230418727
2014-03-10,1.5,-0.5,0,0.0,1.2255875230418727
2014-03-11,1.5,-0.5,0,0.0,1.2255875230418727
2014-03-12,1.5,-0.5,0,0.0,1.2255875230418727
2014-03-13,2.0,0.0,0,-0.0,1.2255875230418727
2014-03-14,2.0,0.0,0,0.0,1.2255875230418727
2014-03-17,2.0,0.0,0,0.0,1.2255875230418727
2014-03-18,2.0,0.0,0,-0.0,1.2255875230418727
2014-03-19,2.0,0.0,0,-0.0,1.2255875230418727
2014-03-20,1.5,-0.5,0,0.0,1.2255875230418727
2014-03-21,1.5,-0.5,0,0.0,1.2255875230418727
2014-03-24,1.5,-0.5,0,0.0,1.2255875230418727
2014-03-25,2.0,0.0,0,0.0,1.2255875230418727
2014-03-26,2.0,0.0,0,0.0,1.2255875230418727
2014-03-27,2.5,0.5,-1,0.0012684501845018348,1.2271421197615981
2014-03-28,2.5,0.5,0,0.0,1.2271421197615981
2014-03-31,2.0,0.0,0,-0.0,1.2271421197615981
2014-04-01,2.0,0.0,0,-0.0,1.2271421197615981
2014-04-02,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-03,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-04,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-07,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-08,2.0,0.0,0,0.0,1.2271421197615981
2014-04-09,2.0,0.0,0,-0.0,1.2271421197615981
2014-04-10,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-11,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-14,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-15,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-16,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-17,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-18,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-21,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-22,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-23,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-24,1.5,-0.5,0,0.0,1.2271421197615981
2014-04-25,1.5,-0.5,0,-0.0,1.2271421197615981
2014-04-28,2.0,0.0,0,0.0,1.2271421197615981
2014-04-29,2.0,0.0,0,0.0,1.2271421197615981
2014-04-30,1.5,-0.5,0,0.0,1.2271421197615981
2014-05-01,1.5,-0.5,0,0.0,1.2271421197615981
2014-05-02,1.5,-0.5,0,0.0,1.2271421197615981
2014-05-05,1.5,-0.5,0,0.0,1.2271421197615981
2014-05-06,1.5,-0.5,0,-0.0,1.2271421197615981
2014-05-07,2.5,0.5,0,-0.0,1.2271421197615981
2014-05-08,1.5,-0.5,0,-0.0,1.2271421197615981
2014-05-09,1.5,-0.5,0,0.0,1.2271421197615981
2014-05-12,2.0,0.0,0,0.0,1.2271421197615981
2014-05-13,2.0,0.0,0,0.0,1.2271421197615981
2014-05-14,1.5,-0.5,0,-0.0,1.2271421197615981
2014-05-15,2.0,0.0,0,-0.0,1.2271421197615981
2014-05-16,1.5,-0.5,1,0.000231830300220226,1.2274266084876353
2014-05-19,2.0,0.0,0,-0.0,1.2274266084876353
2014-05-20,2.0,0.0,0,0.0,1.2274266084876353
2014-05-21,2.5,0.5,0,-0.0,1.2274266084876353
2014-05-22,2.5,0.5,0,-0.0,1.2274266084876353
2014-05-23,2.5,0.5,0,-0.0,1.2274266084876353
2014-05-26,2.5,0.5,0,0.0,1.2274266084876353
2014-05-27,2.0,0.0,0,-0.0,1.2274266084876353
2014-05-28,2.5,0.5,1,-0.0010595714622085861,1.2261260622813264
2014-05-29,2.5,0.5,0,0.0,1.2261260622813264
2014-05-30,2.5,0.5,0,-0.0,1.2261260622813264
2014-06-02,2.5,0.5,0,-0.0,1.2261260622813264
2014-06-03,2.5,0.5,0,-0.0,1.2261260622813264
2014-06-04,2.5,0.5,0,0.0,1.2261260622813264
2014-06-05,2.0,0.0,0,0.0,1.2261260622813264
2014-06-06,1.5,-0.5,1,-0.0008234325373485119,1.225116430186753
2014-06-09,2.0,0.0,0,0.0,1.225116430186753
2014-06-10,2.0,0.0,0,0.0,1.225116430186753
2014-06-11,2.0,0.0,0,0.0,1.225116430186753
2014-06-12,2.5,0.5,0,-0.0,1.225116430186753
2014-06-13,2.5,0.5,0,0.0,1.225116430186753
2014-06-16,2.5,0.5,0,-0.0,1.225116430186753
2014-06-17,2.5,0.5,0,0.0,1.225116430186753
2014-06-18,2.0,0.0,0,-0.0,1.225116430186753
2014-06-19,1.5,-0.5,0,-0.0,1.225116430186753
2014-06-20,1.5,-0.5,0,0.0,1.225116430186753
2014-06-23,1.5,-0.5,0,-0.0,1.225116430186753
2014-06-24,2.5,0.5,0,0.0,1.225116430186753
2014-06-25,1.5,-0.5,0,0.0,1.225116430186753
2014-06-26,2.0,0.0,0,-0.0,1.225116430186753
2014-06-27,2.0,0.0,0,-0.0,1.225116430186753
2014-06-30,2.0,0.0,0,0.0,1.225116430186753
2014-07-01,2.0,0.0,0,-0.0,1.225116430186753
2014-07-02,2.0,0.0,0,-0.0,1.225116430186753
2014-07-03,1.5,-0.5,0,-0.0,1.225116430186753
2014-07-04,1.5,-0.5,0,0.0,1.225116430186753
2014-07-07,1.5,-0.5,0,0.0,1.225116430186753
2014-07-08,2.0,0.0,0,0.0,1.225116430186753
2014-07-09,2.0,0.0,0,-0.0,1.225116430186753
2014-07-10,2.0,0.0,0,-0.0,1.225116430186753
2014-07-11,1.5,-0.5,0,-0.0,1.225116430186753
2014-07-14,1.5,-0.5,0,-0.0,1.225116430186753
2014-07-15,1.5,-0.5,0,-0.0,1.225116430186753
2014-07-16,1.5,-0.5,0,-0.0,1.225116430186753
2014-07-17,1.5,-0.5,0,0.0,1.225116430186753
2014-07-18,1.5,-0.5,0,0.0,1.225116430186753
2014-07-21,1.5,-0.5,0,-0.0,1.225116430186753
2014-07-22,1.5,-0.5,0,0.0,1.225116430186753
2014-07-23,1.5,-0.5,0,-0.0,1.225116430186753
2014-07-24,2.0,0.0,0,-0.0,1.225116430186753
2014-07-25,2.0,0.0,0,-0.0,1.225116430186753
2014-07-28,2.0,0.0,0,-0.0,1.225116430186753
2014-07-29,2.0,0.0,0,-0.0,1.225116430186753
2014-07-30,2.0,0.0,0,0.0,1.225116430186753
2014-07-31,2.0,0.0,0,0.0,1.225116430186753
2014-08-01,2.0,0.0,0,0.0,1.225116430186753
2014-08-04,2.0,0.0,0,-0.0,1.225116430186753
2014-08-05,2.0,0.0,0,0.0,1.225116430186753
2014-08-06,2.0,0.0,0,-0.0,1.225116430186753
2014-08-07,2.0,0.0,0,-0.0,1.225116430186753
2014-08-08,2.0,0.0,0,-0.0,1.225116430186753
2014-08-11,2.0,0.0,0,-0.0,1.225116430186753
2014-08-12,2.5,0.5,0,0.0,1.225116430186753
2014-08-13,1.5,-0.5,0,0.0,1.225116430186753
2014-08-14,1.5,-0.5,0,-0.0,1.225116430186753
2014-08-15,1.5,-0.5,0,-0.0,1.225116430186753
2014-08-18,1.5,-0.5,0,-0.0,1.225116430186753
2014-08-19,2.5,0.5,0,-0.0,1.225116430186753
2014-08-20,2.5,0.5,0,0.0,1.225116430186753
2014-08-21,2.5,0.5,0,0.0,1.225116430186753
2014-08-22,1.5,-0.5,0,-0.0,1.225116430186753
2014-08-25,2.5,0.5,0,-0.0,1.225116430186753
2014-08-26,2.5,0.5,0,0.0,1.225116430186753
2014-08-27,2.5,0.5,0,0.0,1.225116430186753
2014-08-28,2.5,0.5,0,-0.0,1.225116430186753
2014-08-29,2.5,0.5,0,0.0,1.225116430186753
2014-09-01,2.5,0.5,0,-0.0,1.225116430186753
2014-09-02,2.5,0.5,0,0.0,1.225116430186753
2014-09-03,2.5,0.5,0,-0.0,1.225116430186753
2014-09-04,2.5,0.5,0,0.0,1.225116430186753
2014-09-05,2.5,0.5,0,-0.0,1.225116430186753
2014-09-08,1.5,-0.5,0,-0.0,1.225116430186753
2014-09-09,1.5,-0.5,0,-0.0,1.225116430186753
2014-09-10,1.5,-0.5,0,-0.0,1.225116430186753
2014-09-11,1.5,-0.5,1,-0.004031765424557077,1.2201770481224692
2014-09-12,1.5,-0.5,1,0.0029440628066732533,1.223769325987403
2014-09-15,2.0,0.0,0,0.0,1.223769325987403
2014-09-16,1.5,-0.5,0,-0.0,1.223769325987403
2014-09-17,1.5,-0.5,1,0.006916141780906493,1.2322330881530563
2014-09-18,1.5,-0.5,0,-0.0,1.2322330881530563
2014-09-19,1.5,-0.5,0,-0.0,1.2322330881530563
2014-09-22,1.5,-0.5,0,-0.0,1.2322330881530563
2014-09-23,1.5,-0.5,1,0.0032294124953420322,1.2362124770851117
2014-09-24,1.5,-0.5,0,-0.0,1.2362124770851117
2014-09-25,2.5,0.5,1,-0.007319535588086845,1.2271639758646502
2014-09-26,2.5,0.5,1,-0.013221459445715733,1.2109390771245125
2014-09-29,1.5,-0.5,1,0.0059263076526669956,1.2181154746441891
2014-09-30,2.5,0.5,1,-0.0026895491803280436,1.214839293167815
2014-10-01,2.5,0.5,1,0.014768203415949754,1.232780286967006
2014-10-02,2.0,0.0,0,-0.0,1.232780286967006
2014-10-03,2.5,0.5,0,0.0,1.232780286967006
2014-10-06,2.0,0.0,0,-0.0,1.232780286967006
2014-10-07,2.0,0.0,0,0.0,1.232780286967006
2014-10-08,2.0,0.0,0,-0.0,1.232780286967006
2014-10-09,2.0,0.0,0,-0.0,1.232780286967006
